"respondent","condition","stimuli","accuracy","latency"
16,"BGWB","wf2",1,968
16,"BGWB","hate",1,868
16,"BGWB","bm14",1,746
16,"BGWB","evil",1,1511
16,"BGWB","wm6",0,2350
16,"BGWB","horrible",1,904
16,"BGWB","bf56",1,645
16,"BGWB","peace",0,3158
16,"BGWB","bm23",1,1816
16,"BGWB","glory",1,882
16,"BGWB","wf6",1,768
16,"BGWB","wm1",1,951
16,"BGWB","bf14",1,976
16,"BGWB","wicked",1,955
16,"BGWB","bm56",1,663
16,"BGWB","joy",1,718
16,"BGWB","bf23",1,627
16,"BGWB","failure",1,1044
16,"BGWB","bf14",1,1052
16,"BGWB","annoying",1,1148
16,"BGWB","bm23",1,863
16,"BGWB","pain",1,695
16,"BGWB","wf6",1,1740
16,"BGWB","laughter",1,801
16,"BGWB","wf2",1,739
16,"BGWB","glory",1,807
16,"BGWB","wf3",1,849
16,"BGWB","failure",1,665
16,"BGWB","wm4",1,895
16,"BGWB","bf56",1,853
16,"BGWB","terrible",1,837
16,"BGWB","bm14",1,645
16,"BGWB","evil",1,998
16,"BGWB","wm6",1,767
16,"BGWB","pleasure",0,1112
16,"BGWB","wm1",1,1295
16,"BGWB","peace",1,574
16,"BGWB","wf2",1,1328
16,"BGWB","laughter",1,517
16,"BGWB","wf6",1,1362
16,"BGWB","good",1,1518
16,"BGWB","bf14",1,1179
16,"BGWB","horrible",1,703
16,"BGWB","wm4",0,2422
16,"BGWB","hate",1,948
16,"BGWB","bf23",1,1496
16,"BGWB","love",1,591
16,"BGWB","bf56",0,2069
16,"BGWB","annoying",1,760
16,"WGBB","peace",1,919
16,"WGBB","wf6",1,716
16,"WGBB","pleasure",1,537
16,"WGBB","wm1",1,637
16,"WGBB","pain",1,973
16,"WGBB","wm4",1,704
16,"WGBB","good",1,638
16,"WGBB","wf3",1,654
16,"WGBB","love",1,670
16,"WGBB","bf23",1,669
16,"WGBB","evil",1,516
16,"WGBB","bm23",1,544
16,"WGBB","glory",1,597
16,"WGBB","bf14",1,702
16,"WGBB","wicked",1,636
16,"WGBB","bm56",1,580
16,"WGBB","bm14",1,580
16,"WGBB","laughter",1,991
16,"WGBB","wf2",0,1857
16,"WGBB","wm6",1,728
16,"WGBB","joy",1,901
16,"WGBB","bf56",1,618
16,"WGBB","failure",1,603
16,"WGBB","bf23",1,557
16,"WGBB","peace",0,1142
16,"WGBB","bm14",1,883
16,"WGBB","terrible",0,1756
16,"WGBB","wf6",1,1165
16,"WGBB","annoying",1,904
16,"WGBB","bf14",1,462
16,"WGBB","good",0,1610
16,"WGBB","bm23",1,950
16,"WGBB","laughter",1,1650
16,"WGBB","bf56",1,729
16,"WGBB","horrible",1,631
16,"WGBB","wm4",1,887
16,"WGBB","hate",1,741
16,"WGBB","bm56",1,881
16,"WGBB","terrible",1,648
16,"WGBB","wm1",1,615
16,"WGBB","pain",1,1312
16,"WGBB","bm56",1,701
16,"WGBB","horrible",1,571
16,"WGBB","wf2",1,678
16,"WGBB","wf3",0,1244
16,"WGBB","annoying",1,1220
16,"WGBB","wm6",1,757
16,"WGBB","evil",1,673
16,"WGBB","wm4",1,1055
16,"WGBB","wicked",1,623
16,"WGBB","wf2",1,1343
16,"WGBB","glory",0,2344
16,"WGBB","wm1",1,800
16,"WGBB","love",1,1562
16,"WGBB","bm14",1,605
16,"WGBB","joy",1,823
16,"WGBB","bm23",0,1173
16,"WGBB","hate",1,705
17,"WGBB","laughter",1,1351
17,"WGBB","bf23",1,1379
17,"WGBB","wf6",1,979
17,"WGBB","failure",1,1046
17,"WGBB","wm6",1,670
17,"WGBB","pain",1,1253
17,"WGBB","wf2",1,581
17,"WGBB","horrible",1,911
17,"WGBB","wf3",1,556
17,"WGBB","love",1,720
17,"WGBB","bf56",1,709
17,"WGBB","joy",1,923
17,"WGBB","bf14",1,632
17,"WGBB","glory",1,576
17,"WGBB","wm1",1,482
17,"WGBB","annoying",1,545
17,"WGBB","bm56",1,436
17,"WGBB","hate",1,620
17,"WGBB","bm23",1,405
17,"WGBB","wm4",1,808
17,"WGBB","good",1,554
17,"WGBB","wf6",1,470
17,"WGBB","wicked",1,765
17,"WGBB","wf2",1,600
17,"WGBB","evil",1,825
17,"WGBB","bm14",1,426
17,"WGBB","peace",1,579
17,"WGBB","bm23",1,557
17,"WGBB","terrible",1,712
17,"WGBB","wm4",1,597
17,"WGBB","hate",1,911
17,"WGBB","wm6",1,596
17,"WGBB","annoying",1,975
17,"WGBB","bm56",1,457
17,"WGBB","pleasure",1,873
17,"WGBB","bm14",1,632
17,"WGBB","good",1,624
17,"WGBB","wm1",1,417
17,"WGBB","joy",1,802
17,"WGBB","wf3",1,491
17,"WGBB","wicked",1,706
17,"WGBB","wf6",1,879
17,"WGBB","terrible",1,494
17,"WGBB","bf56",1,500
17,"WGBB","evil",1,657
17,"WGBB","wm6",1,593
17,"WGBB","pain",1,1107
17,"WGBB","bf14",1,929
17,"WGBB","pleasure",1,614
17,"WGBB","bf23",1,535
17,"WGBB","love",1,899
17,"WGBB","bm56",1,457
17,"WGBB","laughter",1,1112
17,"WGBB","wm4",1,573
17,"WGBB","horrible",1,688
17,"WGBB","bm14",1,535
17,"WGBB","bf23",1,579
17,"WGBB","peace",1,870
17,"BGWB","good",1,1329
17,"BGWB","wm4",1,1205
17,"BGWB","glory",1,1031
17,"BGWB","wm6",1,2039
17,"BGWB","joy",0,1862
17,"BGWB","bf23",1,1671
17,"BGWB","evil",1,1974
17,"BGWB","bm23",1,1137
17,"BGWB","peace",1,1438
17,"BGWB","bf56",1,662
17,"BGWB","wf2",1,2039
17,"BGWB","pain",1,1792
17,"BGWB","bm56",1,682
17,"BGWB","laughter",1,2305
17,"BGWB","wf3",1,1471
17,"BGWB","pleasure",1,958
17,"BGWB","bf14",1,1337
17,"BGWB","hate",0,1218
17,"BGWB","wm1",1,1638
17,"BGWB","wf6",1,1116
17,"BGWB","love",1,1497
17,"BGWB","wf6",1,719
17,"BGWB","horrible",1,1116
17,"BGWB","wm6",1,1161
17,"BGWB","annoying",1,1141
17,"BGWB","bm14",1,801
17,"BGWB","laughter",1,1755
17,"BGWB","bf14",1,895
17,"BGWB","wicked",0,1999
17,"BGWB","wf3",1,1078
17,"BGWB","peace",1,734
17,"BGWB","wm4",1,970
17,"BGWB","glory",1,1325
17,"BGWB","wm1",1,921
17,"BGWB","failure",1,1446
17,"BGWB","bm56",1,990
17,"BGWB","pleasure",1,1649
17,"BGWB","wf2",1,649
17,"BGWB","bm14",1,1854
17,"BGWB","terrible",1,1206
17,"BGWB","bf56",1,608
17,"BGWB","failure",1,1418
17,"BGWB","bf23",1,675
17,"BGWB","love",1,1338
17,"BGWB","bm23",1,1238
17,"BGWB","annoying",0,1658
17,"BGWB","wf2",1,1062
17,"BGWB","horrible",1,1182
17,"BGWB","wm4",1,2400
17,"BGWB","terrible",1,1034
17,"BGWB","bf23",1,698
17,"BGWB","good",1,712
17,"BGWB","bm56",1,701
17,"BGWB","hate",1,787
17,"BGWB","wf3",1,1597
17,"BGWB","wicked",0,4359
17,"BGWB","bf56",0,2605
17,"BGWB","pain",1,2244
18,"WGBB","wicked",1,1109
18,"WGBB","wf6",1,1258
18,"WGBB","pain",1,938
18,"WGBB","bm23",1,1358
18,"WGBB","hate",1,746
18,"WGBB","wm4",1,878
18,"WGBB","annoying",1,853
18,"WGBB","wm1",1,956
18,"WGBB","peace",1,600
18,"WGBB","wf3",1,610
18,"WGBB","glory",1,540
18,"WGBB","wm6",1,552
18,"WGBB","joy",1,579
18,"WGBB","wf2",1,557
18,"WGBB","terrible",1,609
18,"WGBB","bf56",1,514
18,"WGBB","horrible",1,671
18,"WGBB","bm56",1,518
18,"WGBB","love",1,595
18,"WGBB","bm14",1,637
18,"WGBB","bf14",1,1373
18,"WGBB","bf23",1,656
18,"WGBB","laughter",1,624
18,"WGBB","wf2",1,688
18,"WGBB","failure",1,631
18,"WGBB","bf56",1,783
18,"WGBB","good",1,626
18,"WGBB","bm14",1,626
18,"WGBB","pleasure",1,675
18,"WGBB","bf23",1,737
18,"WGBB","evil",1,942
18,"WGBB","wm6",1,729
18,"WGBB","joy",1,575
18,"WGBB","wm1",1,761
18,"WGBB","terrible",1,589
18,"WGBB","bm23",1,671
18,"WGBB","pleasure",1,630
18,"WGBB","bm56",1,750
18,"WGBB","love",1,570
18,"WGBB","bf14",1,557
18,"WGBB","good",1,681
18,"WGBB","bm56",1,743
18,"WGBB","pain",1,547
18,"WGBB","wf3",1,623
18,"WGBB","laughter",1,680
18,"WGBB","bf23",1,686
18,"WGBB","glory",1,660
18,"WGBB","bm14",1,491
18,"WGBB","failure",0,1537
18,"WGBB","wf6",1,909
18,"WGBB","wicked",1,819
18,"WGBB","wm4",1,956
18,"WGBB","annoying",1,832
18,"WGBB","wm1",0,939
18,"WGBB","wf6",1,582
18,"WGBB","horrible",1,752
18,"WGBB","wm4",1,868
18,"WGBB","hate",1,1219
18,"BGWB","love",1,1241
18,"BGWB","bm14",1,1369
18,"BGWB","evil",0,1183
18,"BGWB","wf6",1,1270
18,"BGWB","peace",1,1445
18,"BGWB","bf23",1,1717
18,"BGWB","horrible",1,1018
18,"BGWB","wm4",1,875
18,"BGWB","wicked",1,1402
18,"BGWB","bm56",1,828
18,"BGWB","pain",1,2373
18,"BGWB","bm23",1,1232
18,"BGWB","failure",1,1185
18,"BGWB","wm6",1,755
18,"BGWB","pleasure",1,807
18,"BGWB","wf2",1,880
18,"BGWB","terrible",1,1127
18,"BGWB","bf56",1,660
18,"BGWB","good",1,1340
18,"BGWB","wf3",1,864
18,"BGWB","bf14",1,1137
18,"BGWB","glory",1,1150
18,"BGWB","bm56",1,570
18,"BGWB","wm1",1,632
18,"BGWB","joy",0,1271
18,"BGWB","wm6",1,1446
18,"BGWB","annoying",1,1519
18,"BGWB","wf6",1,2004
18,"BGWB","laughter",1,1574
18,"BGWB","bf56",1,1601
18,"BGWB","pleasure",1,659
18,"BGWB","wf2",1,658
18,"BGWB","hate",1,762
18,"BGWB","bf23",1,757
18,"BGWB","annoying",0,1315
18,"BGWB","bf14",1,845
18,"BGWB","joy",1,621
18,"BGWB","wm4",1,662
18,"BGWB","hate",1,758
18,"BGWB","bm14",1,609
18,"BGWB","glory",1,1635
18,"BGWB","wm1",1,972
18,"BGWB","failure",1,1671
18,"BGWB","wf3",1,1310
18,"BGWB","terrible",1,1172
18,"BGWB","bm23",1,703
18,"BGWB","wicked",0,1192
18,"BGWB","wm1",0,1680
18,"BGWB","laughter",1,1484
18,"BGWB","wm6",0,1180
18,"BGWB","pain",1,2852
18,"BGWB","wm4",1,1237
18,"BGWB","evil",0,1251
18,"BGWB","bf14",1,1204
18,"BGWB","peace",1,1606
18,"BGWB","bf23",1,1143
18,"BGWB","bf56",1,710
18,"BGWB","love",1,555
19,"WGBB","peace",1,509
19,"WGBB","bm14",1,610
19,"WGBB","pleasure",1,579
19,"WGBB","wm1",1,646
19,"WGBB","joy",1,398
19,"WGBB","wf3",1,335
19,"WGBB","love",1,460
19,"WGBB","wf2",1,354
19,"WGBB","good",1,478
19,"WGBB","wf6",1,324
19,"WGBB","terrible",1,545
19,"WGBB","bm23",1,341
19,"WGBB","evil",1,705
19,"WGBB","bf14",1,358
19,"WGBB","laughter",1,530
19,"WGBB","wm4",1,502
19,"WGBB","glory",1,580
19,"WGBB","bf56",1,510
19,"WGBB","pain",1,644
19,"WGBB","bm56",1,435
19,"WGBB","bf23",1,438
19,"WGBB","wm6",1,484
19,"WGBB","failure",1,514
19,"WGBB","bm56",1,399
19,"WGBB","glory",1,601
19,"WGBB","bm23",1,474
19,"WGBB","wicked",1,569
19,"WGBB","wm1",1,492
19,"WGBB","hate",1,778
19,"WGBB","bf56",1,460
19,"WGBB","peace",1,548
19,"WGBB","wm4",1,591
19,"WGBB","annoying",1,642
19,"WGBB","wf2",1,441
19,"WGBB","horrible",1,514
19,"WGBB","wf6",1,494
19,"WGBB","laughter",0,835
19,"WGBB","bf23",1,964
19,"WGBB","failure",1,599
19,"WGBB","bf14",1,425
19,"WGBB","pain",1,578
19,"WGBB","wm6",1,516
19,"WGBB","good",1,577
19,"WGBB","bm14",1,523
19,"WGBB","joy",1,536
19,"WGBB","wf3",1,540
19,"WGBB","pleasure",1,657
19,"WGBB","bm23",1,456
19,"WGBB","hate",1,480
19,"WGBB","bf56",1,486
19,"WGBB","wicked",0,933
19,"WGBB","wf6",1,504
19,"WGBB","horrible",1,677
19,"WGBB","wm6",1,500
19,"WGBB","terrible",1,513
19,"WGBB","wf3",1,478
19,"WGBB","bf14",1,435
19,"WGBB","evil",1,443
19,"BGWB","pleasure",1,959
19,"BGWB","wf6",1,722
19,"BGWB","laughter",1,567
19,"BGWB","wf3",1,690
19,"BGWB","pain",0,1046
19,"BGWB","wm6",1,800
19,"BGWB","horrible",0,1286
19,"BGWB","bm14",1,799
19,"BGWB","bm56",1,472
19,"BGWB","love",1,784
19,"BGWB","bf14",1,362
19,"BGWB","glory",1,798
19,"BGWB","wm4",1,447
19,"BGWB","evil",0,866
19,"BGWB","bm23",1,742
19,"BGWB","joy",1,850
19,"BGWB","wm1",1,593
19,"BGWB","hate",0,859
19,"BGWB","bf56",1,554
19,"BGWB","bf23",1,515
19,"BGWB","annoying",1,808
19,"BGWB","wf2",1,577
19,"BGWB","peace",0,1207
19,"BGWB","bm23",1,646
19,"BGWB","good",1,606
19,"BGWB","bm56",1,375
19,"BGWB","wicked",1,666
19,"BGWB","bf14",1,529
19,"BGWB","good",1,774
19,"BGWB","bf56",1,361
19,"BGWB","failure",1,741
19,"BGWB","bm14",1,425
19,"BGWB","glory",1,714
19,"BGWB","wm4",1,607
19,"BGWB","pleasure",1,520
19,"BGWB","wm1",1,781
19,"BGWB","terrible",0,914
19,"BGWB","bf23",1,500
19,"BGWB","evil",1,954
19,"BGWB","bm23",1,581
19,"BGWB","wm6",1,467
19,"BGWB","laughter",1,938
19,"BGWB","bf14",1,398
19,"BGWB","horrible",1,688
19,"BGWB","wf2",1,478
19,"BGWB","love",1,909
19,"BGWB","wf6",1,634
19,"BGWB","failure",0,1024
19,"BGWB","wf3",1,778
19,"BGWB","hate",1,853
19,"BGWB","wf2",1,541
19,"BGWB","joy",1,1097
19,"BGWB","wm4",1,590
19,"BGWB","pain",1,761
19,"BGWB","wf6",1,468
19,"BGWB","wicked",0,1013
19,"BGWB","bf56",1,615
19,"BGWB","annoying",1,1032
20,"WGBB","annoying",1,741
20,"WGBB","bm23",1,609
20,"WGBB","love",1,914
20,"WGBB","bf14",1,823
20,"WGBB","pain",1,1048
20,"WGBB","wf2",1,688
20,"WGBB","terrible",1,1278
20,"WGBB","wm1",1,693
20,"WGBB","joy",1,683
20,"WGBB","bf56",1,553
20,"WGBB","peace",1,637
20,"WGBB","bf23",1,581
20,"WGBB","glory",1,600
20,"WGBB","wf3",1,865
20,"WGBB","good",1,640
20,"WGBB","bm14",1,632
20,"WGBB","pleasure",1,593
20,"WGBB","bm56",1,722
20,"WGBB","laughter",1,671
20,"WGBB","wm6",1,614
20,"WGBB","bm23",1,576
20,"WGBB","bf14",1,732
20,"WGBB","evil",1,673
20,"WGBB","bm14",1,656
20,"WGBB","joy",1,631
20,"WGBB","wm4",1,679
20,"WGBB","glory",1,550
20,"WGBB","wf6",1,514
20,"WGBB","good",1,519
20,"WGBB","wf3",1,436
20,"WGBB","failure",1,573
20,"WGBB","wf2",1,608
20,"WGBB","pleasure",1,593
20,"WGBB","wm4",1,635
20,"WGBB","hate",1,779
20,"WGBB","bm56",1,477
20,"WGBB","wicked",1,724
20,"WGBB","bf56",1,497
20,"WGBB","horrible",1,479
20,"WGBB","bf23",1,414
20,"WGBB","terrible",1,599
20,"WGBB","wm1",1,801
20,"WGBB","hate",1,906
20,"WGBB","wf6",1,776
20,"WGBB","evil",1,699
20,"WGBB","bm56",1,488
20,"WGBB","laughter",1,567
20,"WGBB","bm14",1,530
20,"WGBB","annoying",1,687
20,"WGBB","wm6",1,533
20,"WGBB","pain",1,625
20,"WGBB","wf3",1,641
20,"WGBB","horrible",1,514
20,"WGBB","wf2",1,518
20,"WGBB","love",1,603
20,"WGBB","wm4",1,589
20,"WGBB","failure",1,679
20,"WGBB","bf56",1,501
20,"BGWB","love",1,2028
20,"BGWB","bm14",0,2340
20,"BGWB","laughter",1,2640
20,"BGWB","wf3",0,1461
20,"BGWB","joy",1,832
20,"BGWB","wm4",1,1200
20,"BGWB","annoying",1,1218
20,"BGWB","wm1",1,651
20,"BGWB","horrible",1,931
20,"BGWB","wf2",1,615
20,"BGWB","wf6",1,695
20,"BGWB","good",1,1101
20,"BGWB","bf14",1,803
20,"BGWB","hate",1,669
20,"BGWB","bf56",1,708
20,"BGWB","glory",0,1640
20,"BGWB","wm6",1,1577
20,"BGWB","failure",1,676
20,"BGWB","bf23",1,650
20,"BGWB","wf3",1,686
20,"BGWB","pleasure",1,2285
20,"BGWB","wm1",1,580
20,"BGWB","peace",1,847
20,"BGWB","wm6",0,1303
20,"BGWB","wf2",1,1105
20,"BGWB","pleasure",1,2334
20,"BGWB","bm56",1,643
20,"BGWB","terrible",1,1035
20,"BGWB","bm23",1,699
20,"BGWB","pain",1,1505
20,"BGWB","bm14",1,591
20,"BGWB","wicked",1,641
20,"BGWB","wf6",1,689
20,"BGWB","glory",1,680
20,"BGWB","bf56",1,558
20,"BGWB","evil",1,666
20,"BGWB","bm23",0,1044
20,"BGWB","pain",1,1680
20,"BGWB","wm4",1,758
20,"BGWB","horrible",1,1450
20,"BGWB","bm56",1,658
20,"BGWB","good",1,1073
20,"BGWB","wf6",1,680
20,"BGWB","terrible",1,1391
20,"BGWB","bf23",1,593
20,"BGWB","failure",0,1121
20,"BGWB","bf14",1,1968
20,"BGWB","hate",1,619
20,"BGWB","bm56",1,548
20,"BGWB","peace",0,1653
20,"BGWB","wm6",1,1639
20,"BGWB","wicked",1,600
20,"BGWB","wm1",1,617
20,"BGWB","love",1,610
20,"BGWB","bf23",1,675
20,"BGWB","joy",1,738
20,"BGWB","bf56",1,694
20,"BGWB","evil",1,597
21,"BGWB","laughter",1,1456
21,"BGWB","wm6",1,848
21,"BGWB","horrible",1,887
21,"BGWB","bm23",1,710
21,"BGWB","good",0,3319
21,"BGWB","wm4",1,1448
21,"BGWB","glory",0,4564
21,"BGWB","bf23",1,1228
21,"BGWB","bf14",1,781
21,"BGWB","wicked",1,696
21,"BGWB","wf3",1,909
21,"BGWB","evil",1,835
21,"BGWB","wf2",1,675
21,"BGWB","pain",1,778
21,"BGWB","bf56",1,741
21,"BGWB","hate",1,705
21,"BGWB","bm14",1,727
21,"BGWB","peace",1,724
21,"BGWB","bm56",1,585
21,"BGWB","wf6",1,817
21,"BGWB","joy",0,2491
21,"BGWB","bf56",1,879
21,"BGWB","pleasure",1,615
21,"BGWB","bm23",1,607
21,"BGWB","love",1,593
21,"BGWB","bm56",1,490
21,"BGWB","failure",1,705
21,"BGWB","wm1",1,510
21,"BGWB","annoying",1,724
21,"BGWB","bm14",1,561
21,"BGWB","terrible",0,1441
21,"BGWB","bf23",0,1382
21,"BGWB","hate",0,1699
21,"BGWB","bf14",1,1763
21,"BGWB","peace",1,671
21,"BGWB","wm1",1,622
21,"BGWB","glory",0,1427
21,"BGWB","wm6",1,951
21,"BGWB","horrible",1,1187
21,"BGWB","wf3",1,509
21,"BGWB","failure",1,507
21,"BGWB","bm56",0,1613
21,"BGWB","love",1,1505
21,"BGWB","wf2",1,615
21,"BGWB","joy",0,1084
21,"BGWB","wm4",1,1414
21,"BGWB","pleasure",1,799
21,"BGWB","wf6",1,865
21,"BGWB","wicked",0,1608
21,"BGWB","wm4",1,601
21,"BGWB","evil",1,1442
21,"BGWB","bf23",1,554
21,"BGWB","laughter",1,446
21,"BGWB","wm6",1,573
21,"BGWB","bf56",1,562
21,"BGWB","terrible",1,606
21,"BGWB","wf2",1,663
21,"BGWB","pain",1,615
21,"WGBB","laughter",1,841
21,"WGBB","wm4",1,512
21,"WGBB","glory",1,518
21,"WGBB","bf56",1,579
21,"WGBB","failure",1,678
21,"WGBB","wf2",1,524
21,"WGBB","love",1,657
21,"WGBB","wm6",1,600
21,"WGBB","pleasure",1,407
21,"WGBB","wm1",1,424
21,"WGBB","terrible",1,609
21,"WGBB","wf6",1,467
21,"WGBB","horrible",1,698
21,"WGBB","wf3",1,575
21,"WGBB","hate",1,618
21,"WGBB","bf23",1,563
21,"WGBB","wicked",1,671
21,"WGBB","bf14",1,509
21,"WGBB","joy",1,1035
21,"WGBB","wf3",1,451
21,"WGBB","bm56",1,676
21,"WGBB","good",1,691
21,"WGBB","bm23",1,585
21,"WGBB","evil",1,1499
21,"WGBB","wm4",1,633
21,"WGBB","wm1",1,550
21,"WGBB","pain",1,521
21,"WGBB","bm14",1,549
21,"WGBB","peace",0,1519
21,"WGBB","bf56",1,741
21,"WGBB","annoying",1,552
21,"WGBB","wm6",1,611
21,"WGBB","glory",1,597
21,"WGBB","bf14",1,559
21,"WGBB","annoying",1,578
21,"WGBB","bm23",1,528
21,"WGBB","terrible",1,550
21,"WGBB","wf6",1,569
21,"WGBB","love",1,892
21,"WGBB","wf2",1,793
21,"WGBB","peace",1,612
21,"WGBB","wf6",1,421
21,"WGBB","good",1,510
21,"WGBB","wm1",1,451
21,"WGBB","horrible",1,690
21,"WGBB","wm4",1,544
21,"WGBB","pain",1,789
21,"WGBB","bm14",1,599
21,"WGBB","laughter",1,745
21,"WGBB","bm56",1,516
21,"WGBB","hate",0,1428
21,"WGBB","bf23",1,508
21,"WGBB","wicked",1,706
21,"WGBB","bf14",1,464
21,"WGBB","failure",1,485
21,"WGBB","bf56",1,475
21,"WGBB","bm56",1,449
21,"WGBB","joy",1,1177
22,"BGWB","hate",1,1223
22,"BGWB","bm56",1,784
22,"BGWB","wf6",1,792
22,"BGWB","evil",1,2050
22,"BGWB","bf56",1,946
22,"BGWB","wicked",1,786
22,"BGWB","wm4",1,1116
22,"BGWB","peace",1,890
22,"BGWB","bf23",0,1239
22,"BGWB","laughter",1,1327
22,"BGWB","bm23",0,1373
22,"BGWB","annoying",1,1461
22,"BGWB","wm6",1,1244
22,"BGWB","pleasure",1,1309
22,"BGWB","wf2",1,1210
22,"BGWB","pain",1,1108
22,"BGWB","bf14",1,585
22,"BGWB","glory",1,707
22,"BGWB","wf3",0,1023
22,"BGWB","bm14",1,1204
22,"BGWB","good",1,766
22,"BGWB","wm1",1,616
22,"BGWB","love",1,666
22,"BGWB","wm6",1,625
22,"BGWB","joy",1,634
22,"BGWB","bm56",1,674
22,"BGWB","failure",1,681
22,"BGWB","bf56",1,599
22,"BGWB","horrible",0,1040
22,"BGWB","wf6",1,1736
22,"BGWB","terrible",1,1549
22,"BGWB","bm14",1,641
22,"BGWB","wicked",0,1052
22,"BGWB","bf14",1,672
22,"BGWB","pain",1,839
22,"BGWB","wf2",1,847
22,"BGWB","good",1,543
22,"BGWB","wm1",1,947
22,"BGWB","laughter",1,1135
22,"BGWB","wf3",1,652
22,"BGWB","annoying",1,2164
22,"BGWB","wm4",1,999
22,"BGWB","glory",1,753
22,"BGWB","wm1",1,700
22,"BGWB","love",1,506
22,"BGWB","bm23",1,584
22,"BGWB","joy",1,610
22,"BGWB","bf23",1,603
22,"BGWB","horrible",1,612
22,"BGWB","bm23",1,531
22,"BGWB","terrible",1,527
22,"BGWB","bm56",1,476
22,"BGWB","wf6",1,879
22,"BGWB","evil",0,1987
22,"BGWB","bm14",1,848
22,"BGWB","pleasure",1,728
22,"BGWB","wm4",1,524
22,"BGWB","hate",1,1297
22,"WGBB","joy",1,747
22,"WGBB","bf23",1,871
22,"WGBB","love",1,667
22,"WGBB","bf14",1,722
22,"WGBB","pain",1,972
22,"WGBB","wm4",1,703
22,"WGBB","hate",1,639
22,"WGBB","bm14",1,719
22,"WGBB","pleasure",1,604
22,"WGBB","bm23",1,758
22,"WGBB","horrible",1,646
22,"WGBB","wf3",1,638
22,"WGBB","terrible",1,686
22,"WGBB","wm1",1,844
22,"WGBB","glory",1,797
22,"WGBB","wf2",1,702
22,"WGBB","failure",0,1298
22,"WGBB","wm6",1,753
22,"WGBB","wicked",1,805
22,"WGBB","wf6",1,806
22,"WGBB","bm56",1,631
22,"WGBB","annoying",1,759
22,"WGBB","bf56",1,560
22,"WGBB","wf6",1,664
22,"WGBB","evil",0,901
22,"WGBB","wf3",1,1109
22,"WGBB","evil",1,1171
22,"WGBB","bm14",1,565
22,"WGBB","peace",1,601
22,"WGBB","wm6",0,1242
22,"WGBB","hate",1,1337
22,"WGBB","wm4",1,598
22,"WGBB","good",1,1287
22,"WGBB","bm56",1,694
22,"WGBB","laughter",1,637
22,"WGBB","bf14",1,653
22,"WGBB","failure",1,757
22,"WGBB","wm1",1,783
22,"WGBB","pain",1,665
22,"WGBB","bm23",1,784
22,"WGBB","peace",1,643
22,"WGBB","wf2",1,722
22,"WGBB","annoying",1,623
22,"WGBB","bf23",1,888
22,"WGBB","terrible",1,830
22,"WGBB","bf56",1,535
22,"WGBB","glory",0,837
22,"WGBB","bm14",1,666
22,"WGBB","good",1,749
22,"WGBB","bm23",1,576
22,"WGBB","joy",1,563
22,"WGBB","wm6",1,606
22,"WGBB","bf56",1,522
22,"WGBB","horrible",1,1031
22,"WGBB","wm4",1,567
22,"WGBB","laughter",0,763
22,"WGBB","wf3",1,1549
22,"WGBB","love",1,657
23,"BGWB","horrible",1,1420
23,"BGWB","bm14",1,1141
23,"BGWB","evil",1,593
23,"BGWB","bf23",1,714
23,"BGWB","annoying",0,1513
23,"BGWB","bm56",1,1340
23,"BGWB","laughter",1,1777
23,"BGWB","wm1",1,2011
23,"BGWB","wicked",1,1117
23,"BGWB","wf3",1,906
23,"BGWB","glory",0,1557
23,"BGWB","wm6",1,811
23,"BGWB","good",1,933
23,"BGWB","bm23",1,1033
23,"BGWB","love",1,874
23,"BGWB","bf14",1,929
23,"BGWB","failure",0,1691
23,"BGWB","wf2",0,1243
23,"BGWB","pain",1,2459
23,"BGWB","wf6",1,1082
23,"BGWB","wm4",1,1783
23,"BGWB","peace",1,794
23,"BGWB","bf56",1,747
23,"BGWB","terrible",1,1583
23,"BGWB","bm23",1,674
23,"BGWB","joy",1,713
23,"BGWB","wm1",1,814
23,"BGWB","hate",0,1186
23,"BGWB","bf23",1,649
23,"BGWB","wm4",1,640
23,"BGWB","pleasure",1,705
23,"BGWB","bm56",1,614
23,"BGWB","good",1,687
23,"BGWB","wm6",1,606
23,"BGWB","glory",1,783
23,"BGWB","wf6",1,777
23,"BGWB","evil",1,1269
23,"BGWB","bm14",1,620
23,"BGWB","horrible",1,1029
23,"BGWB","wf2",1,965
23,"BGWB","hate",1,560
23,"BGWB","wf3",1,579
23,"BGWB","annoying",1,870
23,"BGWB","wf3",1,1177
23,"BGWB","joy",1,1356
23,"BGWB","bf14",1,568
23,"BGWB","pain",1,955
23,"BGWB","bf56",1,654
23,"BGWB","peace",1,566
23,"BGWB","wf2",1,529
23,"BGWB","terrible",0,1462
23,"BGWB","bf14",1,724
23,"BGWB","bm23",1,581
23,"BGWB","laughter",0,1139
23,"BGWB","wm6",1,1234
23,"BGWB","pleasure",1,1155
23,"BGWB","bm56",1,759
23,"BGWB","wicked",1,930
23,"WGBB","laughter",1,761
23,"WGBB","wf6",1,596
23,"WGBB","failure",1,1335
23,"WGBB","wf3",1,587
23,"WGBB","horrible",1,765
23,"WGBB","wf2",1,792
23,"WGBB","bf14",1,635
23,"WGBB","wicked",1,531
23,"WGBB","wm4",1,551
23,"WGBB","peace",1,643
23,"WGBB","wm6",1,1330
23,"WGBB","annoying",1,591
23,"WGBB","bm23",1,537
23,"WGBB","glory",1,694
23,"WGBB","bf56",1,646
